"","Day","tavg_cM","Month","Site_code","cmd_cM","tmin_cM","Date","Year","ppt_cM","tmax_cM"
"1436","1",24.4,8,"DC 15",167,16.4,2013-08-01,2013,1,32.5
"1437","1",21.1,9,"DC 15",76,13.9,2013-09-01,2013,41,28.4
"1438","1",16.6,10,"DC 15",73,8.8,2013-10-01,2013,10,24.4
"1439","1",13.4,11,"DC 15",10,6.5,2013-11-01,2013,40,20.4
"1440","1",8.7,12,"DC 15",19,1.7,2013-12-01,2013,19,15.8
"1441","1",7.8,1,"DC 16",0,1.8,2013-01-01,2013,49,13.8
"1442","1",10,2,"DC 16",5,3.3,2013-02-01,2013,47,16.7
"1443","1",13.8,3,"DC 16",10,7.3,2013-03-01,2013,76,20.3
"1444","1",16.6,4,"DC 16",72,9.7,2013-04-01,2013,46,23.6
"1445","1",19.4,5,"DC 16",133,12,2013-05-01,2013,21,26.7
"1446","1",23.5,6,"DC 16",154,15.5,2013-06-01,2013,28,31.6
"1447","1",27.7,7,"DC 16",208,19.1,2013-07-01,2013,0,36.3
"1448","1",24.8,8,"DC 16",170,16.6,2013-08-01,2013,1,33
"1449","1",21.5,9,"DC 16",86,14.3,2013-09-01,2013,32,28.7
"1450","1",17,10,"DC 16",75,9.2,2013-10-01,2013,9,24.7
"1451","1",13.7,11,"DC 16",15,7,2013-11-01,2013,36,20.5
"1452","1",8.9,12,"DC 16",24,2.1,2013-12-01,2013,13,15.6
"1453","1",9.7,1,"DC 1",0,3.3,2014-01-01,2014,62,16.1
"1454","1",7.5,2,"DC 1",0,2.6,2014-02-01,2014,415,12.3
"1455","1",9.6,3,"DC 1",0,3.8,2014-03-01,2014,272,15.3
"1456","1",11.9,4,"DC 1",0,4.7,2014-04-01,2014,127,19
"1457","1",15.6,5,"DC 1",102,8,2014-05-01,2014,39,23.2
"1458","1",19.9,6,"DC 1",166,11.4,2014-06-01,2014,3,28.3
"1459","1",24.3,7,"DC 1",185,16.2,2014-07-01,2014,3,32.5
"1460","1",22.1,8,"DC 1",139,14.5,2014-08-01,2014,15,29.7
"1461","1",20.1,9,"DC 1",73,12.2,2014-09-01,2014,46,28.1
"1462","1",15.7,10,"DC 1",6,8.4,2014-10-01,2014,72,23
"1463","1",9.7,11,"DC 1",0,4,2014-11-01,2014,193,15.4
"1464","1",6.1,12,"DC 1",0,2.4,2014-12-01,2014,463,9.7
"1465","1",11.1,1,"DC 2",0,4.1,2014-01-01,2014,55,18.1
"1466","1",8.8,2,"DC 2",0,3.6,2014-02-01,2014,397,14.1
"1467","1",10.9,3,"DC 2",0,4.9,2014-03-01,2014,260,16.9
"1468","1",13.1,4,"DC 2",0,6,2014-04-01,2014,125,20.3
"1469","1",16.9,5,"DC 2",111,9.3,2014-05-01,2014,35,24.5
"1470","1",21.2,6,"DC 2",173,12.7,2014-06-01,2014,2,29.7
"1471","1",25.7,7,"DC 2",189,17.7,2014-07-01,2014,3,33.7
"1472","1",23.6,8,"DC 2",146,16,2014-08-01,2014,14,31.2
"1473","1",21.5,9,"DC 2",80,13.5,2014-09-01,2014,44,29.4
"1474","1",17,10,"DC 2",21,9.4,2014-10-01,2014,62,24.6
"1475","1",11,11,"DC 2",0,4.9,2014-11-01,2014,192,17.1
"1476","1",7.6,12,"DC 2",0,3.4,2014-12-01,2014,447,11.8
"1477","1",11.6,1,"DC 4",0,4.6,2014-01-01,2014,51,18.7
"1478","1",9.4,2,"DC 4",0,4.2,2014-02-01,2014,365,14.6
"1479","1",11.4,3,"DC 4",0,5.5,2014-03-01,2014,250,17.4
"1480","1",13.6,4,"DC 4",0,6.6,2014-04-01,2014,121,20.7
"1481","1",17.4,5,"DC 4",115,9.9,2014-05-01,2014,33,24.9
"1482","1",21.7,6,"DC 4",176,13.3,2014-06-01,2014,2,30.2
"1483","1",26.2,7,"DC 4",190,18.3,2014-07-01,2014,3,34.1
"1484","1",24.1,8,"DC 4",149,16.6,2014-08-01,2014,12,31.6
"1485","1",22,9,"DC 4",79,14.2,2014-09-01,2014,45,29.8
"1486","1",17.6,10,"DC 4",23,10,2014-10-01,2014,61,25.1
"1487","1",11.6,11,"DC 4",0,5.5,2014-11-01,2014,191,17.6
"1488","1",8.2,12,"DC 4",0,4,2014-12-01,2014,432,12.4
"1489","1",12.6,1,"DC 6",15,5.7,2014-01-01,2014,32,19.5
"1490","1",10.9,2,"DC 6",0,5.9,2014-02-01,2014,254,15.9
"1491","1",13.2,3,"DC 6",0,7.4,2014-03-01,2014,186,19
"1492","1",15.4,4,"DC 6",22,8.5,2014-04-01,2014,91,22.3
"1493","1",19.4,5,"DC 6",134,11.7,2014-05-01,2014,23,27.1
"1494","1",23.5,6,"DC 6",187,14.8,2014-06-01,2014,1,32.1
"1495","1",27.8,7,"DC 6",203,19.5,2014-07-01,2014,1,36
"1496","1",25.5,8,"DC 6",161,17.7,2014-08-01,2014,8,33.2
"1497","1",23.4,9,"DC 6",101,15.6,2014-09-01,2014,28,31.2
"1498","1",19.1,10,"DC 6",39,11.7,2014-10-01,2014,48,26.4
"1499","1",12.9,11,"DC 6",0,6.9,2014-11-01,2014,157,18.8
"1500","1",9.5,12,"DC 6",0,5.8,2014-12-01,2014,343,13.2
"1501","1",12.5,1,"DC 8",19,5.8,2014-01-01,2014,28,19.1
"1502","1",11.1,2,"DC 8",0,6.3,2014-02-01,2014,235,15.9
"1503","1",13.6,3,"DC 8",0,8,2014-03-01,2014,168,19.2
"1504","1",15.8,4,"DC 8",33,8.9,2014-04-01,2014,81,22.6
"1505","1",19.9,5,"DC 8",141,12.1,2014-05-01,2014,20,27.8
"1506","1",23.9,6,"DC 8",190,15.1,2014-06-01,2014,1,32.7
"1507","1",28.1,7,"DC 8",207,19.7,2014-07-01,2014,1,36.4
"1508","1",25.6,8,"DC 8",164,17.8,2014-08-01,2014,6,33.4
"1509","1",23.5,9,"DC 8",107,15.7,2014-09-01,2014,22,31.3
"1510","1",19.2,10,"DC 8",43,12,2014-10-01,2014,43,26.4
"1511","1",13,11,"DC 8",0,7.2,2014-11-01,2014,141,18.7
"1512","1",9.5,12,"DC 8",0,6.1,2014-12-01,2014,306,12.9
"1513","1",12.4,1,"DC 9",19,5.8,2014-01-01,2014,28,19.1
"1514","1",11.1,2,"DC 9",0,6.4,2014-02-01,2014,234,15.9
"1515","1",13.7,3,"DC 9",0,8.1,2014-03-01,2014,166,19.3
"1516","1",15.8,4,"DC 9",34,9,2014-04-01,2014,80,22.7
"1517","1",20,5,"DC 9",141,12.1,2014-05-01,2014,20,27.8
"1518","1",23.9,6,"DC 9",191,15.2,2014-06-01,2014,1,32.7
"1519","1",28.1,7,"DC 9",207,19.7,2014-07-01,2014,1,36.5
"1520","1",25.6,8,"DC 9",164,17.8,2014-08-01,2014,6,33.4
"1521","1",23.5,9,"DC 9",107,15.7,2014-09-01,2014,21,31.3
"1522","1",19.2,10,"DC 9",44,12,2014-10-01,2014,43,26.5
"1523","1",13,11,"DC 9",0,7.3,2014-11-01,2014,140,18.7
"1524","1",9.5,12,"DC 9",0,6.1,2014-12-01,2014,303,12.8
"1525","1",11.2,1,"DC 11",0,4.2,2014-01-01,2014,54,18.3
"1526","1",9,2,"DC 11",0,3.8,2014-02-01,2014,388,14.2
"1527","1",11,3,"DC 11",0,5.1,2014-03-01,2014,257,17
"1528","1",13.3,4,"DC 11",0,6.2,2014-04-01,2014,124,20.4
"1529","1",17,5,"DC 11",112,9.5,2014-05-01,2014,34,24.6
"1530","1",21.4,6,"DC 11",174,12.9,2014-06-01,2014,2,29.8
"1531","1",25.8,7,"DC 11",189,17.9,2014-07-01,2014,3,33.7
"1532","1",23.7,8,"DC 11",147,16.2,2014-08-01,2014,13,31.3
"1533","1",21.6,9,"DC 11",79,13.7,2014-09-01,2014,44,29.5
"1534","1",17.2,10,"DC 11",22,9.6,2014-10-01,2014,62,24.7
"1535","1",11.2,11,"DC 11",0,5.1,2014-11-01,2014,192,17.2
"1536","1",7.8,12,"DC 11",0,3.6,2014-12-01,2014,443,12
"1537","1",11.2,1,"DC 12",0,4.2,2014-01-01,2014,54,18.2
"1538","1",8.9,2,"DC 12",0,3.7,2014-02-01,2014,391,14.2
"1539","1",11,3,"DC 12",0,5.1,2014-03-01,2014,258,16.9
"1540","1",13.2,4,"DC 12",0,6.1,2014-04-01,2014,125,20.3
"1541","1",17,5,"DC 12",112,9.4,2014-05-01,2014,34,24.6
"1542","1",21.3,6,"DC 12",174,12.9,2014-06-01,2014,2,29.7
"1543","1",25.8,7,"DC 12",189,17.9,2014-07-01,2014,3,33.7
"1544","1",23.7,8,"DC 12",146,16.1,2014-08-01,2014,13,31.2
"1545","1",21.6,9,"DC 12",79,13.7,2014-09-01,2014,44,29.5
"1546","1",17.1,10,"DC 12",21,9.6,2014-10-01,2014,62,24.7
"1547","1",11.1,11,"DC 12",0,5.1,2014-11-01,2014,193,17.2
"1548","1",7.7,12,"DC 12",0,3.5,2014-12-01,2014,444,11.9
"1549","1",11.2,1,"DC 13",0,4.2,2014-01-01,2014,54,18.2
"1550","1",8.9,2,"DC 13",0,3.7,2014-02-01,2014,393,14.1
"1551","1",11,3,"DC 13",0,5,2014-03-01,2014,258,16.9
"1552","1",13.2,4,"DC 13",0,6.1,2014-04-01,2014,125,20.3
"1553","1",17,5,"DC 13",112,9.4,2014-05-01,2014,34,24.6
"1554","1",21.3,6,"DC 13",173,12.8,2014-06-01,2014,2,29.7
"1555","1",25.7,7,"DC 13",189,17.8,2014-07-01,2014,3,33.7
"1556","1",23.6,8,"DC 13",146,16.1,2014-08-01,2014,13,31.2
"1557","1",21.5,9,"DC 13",79,13.6,2014-09-01,2014,44,29.4
"1558","1",17.1,10,"DC 13",21,9.6,2014-10-01,2014,62,24.7
"1559","1",11.1,11,"DC 13",0,5,2014-11-01,2014,193,17.1
"1560","1",7.7,12,"DC 13",0,3.5,2014-12-01,2014,444,11.9
"1561","1",12.4,1,"DC 15",14,5.4,2014-01-01,2014,34,19.4
"1562","1",10.7,2,"DC 15",0,5.6,2014-02-01,2014,265,15.7
"1563","1",13,3,"DC 15",0,7.1,2014-03-01,2014,193,18.8
"1564","1",15.1,4,"DC 15",14,8.2,2014-04-01,2014,98,21.9
"1565","1",19.1,5,"DC 15",132,11.4,2014-05-01,2014,24,26.7
"1566","1",23.1,6,"DC 15",184,14.6,2014-06-01,2014,1,31.6
"1567","1",27.4,7,"DC 15",198,19.3,2014-07-01,2014,1,35.4
"1568","1",25.2,8,"DC 15",159,17.6,2014-08-01,2014,7,32.7
"1569","1",23.1,9,"DC 15",96,15.3,2014-09-01,2014,30,30.8
"1570","1",18.8,10,"DC 15",37,11.5,2014-10-01,2014,49,26.1
"1571","1",12.7,11,"DC 15",0,6.7,2014-11-01,2014,161,18.7
"1572","1",9.3,12,"DC 15",0,5.5,2014-12-01,2014,349,13.1
"1573","1",12.5,1,"DC 16",18,5.7,2014-01-01,2014,28,19.2
"1574","1",11.1,2,"DC 16",0,6.2,2014-02-01,2014,239,15.9
"1575","1",13.5,3,"DC 16",0,7.9,2014-03-01,2014,171,19.2
"1576","1",15.7,4,"DC 16",30,8.9,2014-04-01,2014,83,22.5
"1577","1",19.8,5,"DC 16",139,12,2014-05-01,2014,21,27.6
"1578","1",23.8,6,"DC 16",189,15.1,2014-06-01,2014,1,32.5
"1579","1",28,7,"DC 16",205,19.7,2014-07-01,2014,1,36.3
"1580","1",25.6,8,"DC 16",163,17.8,2014-08-01,2014,6,33.3
"1581","1",23.4,9,"DC 16",105,15.7,2014-09-01,2014,23,31.2
"1582","1",19.1,10,"DC 16",42,11.9,2014-10-01,2014,44,26.3
"1583","1",12.9,11,"DC 16",0,7.2,2014-11-01,2014,144,18.7
"1584","1",9.5,12,"DC 16",0,6.1,2014-12-01,2014,312,12.9
"1585","1",9.1,1,"DC 1",39,3.3,2015-01-01,2015,0,14.9
"1586","1",10.4,2,"DC 1",0,4.6,2015-02-01,2015,206,16.3
"1587","1",12.1,3,"DC 1",60,5.3,2015-03-01,2015,24,19
"1588","1",11.5,4,"DC 1",0,4.3,2015-04-01,2015,124,18.6
"1589","1",14.1,5,"DC 1",108,7.3,2015-05-01,2015,20,21
"1590","1",21.6,6,"DC 1",155,13.4,2015-06-01,2015,20,29.8
"1591","1",22.2,7,"DC 1",165,14.7,2015-07-01,2015,7,29.8
"1592","1",22.4,8,"DC 1",162,13.9,2015-08-01,2015,2,30.9
"1593","1",20.4,9,"DC 1",109,12.3,2015-09-01,2015,11,28.4
"1594","1",16.6,10,"DC 1",19,9.5,2015-10-01,2015,61,23.8
"1595","1",6.6,11,"DC 1",0,0.8,2015-11-01,2015,182,12.4
"1596","1",3.7,12,"DC 1",0,-0.5,2015-12-01,2015,342,7.9
"1597","1",10.3,1,"DC 2",42,4,2015-01-01,2015,0,16.6
"1598","1",11.7,2,"DC 2",0,5.5,2015-02-01,2015,193,18
"1599","1",13.4,3,"DC 2",66,6.3,2015-03-01,2015,23,20.5
"1600","1",12.8,4,"DC 2",0,5.5,2015-04-01,2015,124,20
"1601","1",15.3,5,"DC 2",119,8.4,2015-05-01,2015,14,22.2
"1602","1",22.9,6,"DC 2",164,14.7,2015-06-01,2015,17,31.1
"1603","1",23.8,7,"DC 2",170,16.3,2015-07-01,2015,7,31.3
"1604","1",23.8,8,"DC 2",167,15.3,2015-08-01,2015,2,32.2
"1605","1",21.7,9,"DC 2",112,13.6,2015-09-01,2015,13,29.7
"1606","1",18,10,"DC 2",35,10.5,2015-10-01,2015,50,25.4
"1607","1",8,11,"DC 2",0,1.8,2015-11-01,2015,185,14.2
"1608","1",5.2,12,"DC 2",0,0.4,2015-12-01,2015,304,10
"1609","1",10.8,1,"DC 4",43,4.5,2015-01-01,2015,0,17.1
"1610","1",12.3,2,"DC 4",0,6,2015-02-01,2015,176,18.5
"1611","1",13.9,3,"DC 4",68,6.8,2015-03-01,2015,22,21
"1612","1",13.3,4,"DC 4",0,6.1,2015-04-01,2015,120,20.4
"1613","1",15.8,5,"DC 4",122,9,2015-05-01,2015,12,22.6
"1614","1",23.4,6,"DC 4",167,15.2,2015-06-01,2015,15,31.6
"1615","1",24.3,7,"DC 4",171,16.9,2015-07-01,2015,8,31.7
"1616","1",24.3,8,"DC 4",169,15.9,2015-08-01,2015,2,32.6
"1617","1",22.2,9,"DC 4",112,14.3,2015-09-01,2015,13,30.1
"1618","1",18.6,10,"DC 4",38,11.1,2015-10-01,2015,48,26
"1619","1",8.6,11,"DC 4",0,2.4,2015-11-01,2015,185,14.8
"1620","1",5.8,12,"DC 4",0,1,2015-12-01,2015,287,10.7
"1621","1",11.5,1,"DC 6",43,5.5,2015-01-01,2015,0,17.5
"1622","1",13.7,2,"DC 6",0,7.7,2015-02-01,2015,122,19.7
"1623","1",15.6,3,"DC 6",77,8.6,2015-03-01,2015,17,22.6
"1624","1",15,4,"DC 6",21,8,2015-04-01,2015,92,22.1
"1625","1",17.6,5,"DC 6",137,10.6,2015-05-01,2015,6,24.6
"1626","1",25,6,"DC 6",181,16.6,2015-06-01,2015,12,33.4
"1627","1",26.1,7,"DC 6",188,18.3,2015-07-01,2015,4,33.9
"1628","1",25.6,8,"DC 6",177,17,2015-08-01,2015,2,34.1
"1629","1",23.6,9,"DC 6",119,15.7,2015-09-01,2015,10,31.4
"1630","1",20.1,10,"DC 6",54,12.8,2015-10-01,2015,35,27.5
"1631","1",10.1,11,"DC 6",0,4,2015-11-01,2015,158,16.3
"1632","1",7.2,12,"DC 6",0,2.7,2015-12-01,2015,204,11.6
"1633","1",11.3,1,"DC 8",41,5.6,2015-01-01,2015,0,17
"1634","1",13.8,2,"DC 8",0,8,2015-02-01,2015,113,19.6
"1635","1",16,3,"DC 8",79,9.1,2015-03-01,2015,15,22.8
"1636","1",15.4,4,"DC 8",32,8.5,2015-04-01,2015,82,22.4
"1637","1",18.1,5,"DC 8",141,11,2015-05-01,2015,5,25.2
"1638","1",25.4,6,"DC 8",186,16.9,2015-06-01,2015,10,34
"1639","1",26.5,7,"DC 8",193,18.6,2015-07-01,2015,2,34.5
"1640","1",25.7,8,"DC 8",178,17,2015-08-01,2015,1,34.3
"1641","1",23.6,9,"DC 8",121,15.8,2015-09-01,2015,8,31.4
"1642","1",20.3,10,"DC 8",58,13.1,2015-10-01,2015,31,27.5
"1643","1",10.3,11,"DC 8",0,4.3,2015-11-01,2015,143,16.2
"1644","1",7.1,12,"DC 8",0,3,2015-12-01,2015,175,11.3
"1645","1",11.3,1,"DC 9",41,5.6,2015-01-01,2015,0,17
"1646","1",13.8,2,"DC 9",0,8.1,2015-02-01,2015,113,19.5
"1647","1",16,3,"DC 9",79,9.1,2015-03-01,2015,15,22.8
"1648","1",15.5,4,"DC 9",33,8.5,2015-04-01,2015,81,22.5
"1649","1",18.2,5,"DC 9",141,11,2015-05-01,2015,5,25.3
"1650","1",25.5,6,"DC 9",187,16.9,2015-06-01,2015,9,34
"1651","1",26.6,7,"DC 9",193,18.6,2015-07-01,2015,2,34.5
"1652","1",25.7,8,"DC 9",178,17.1,2015-08-01,2015,1,34.3
"1653","1",23.6,9,"DC 9",121,15.8,2015-09-01,2015,8,31.4
"1654","1",20.3,10,"DC 9",59,13.1,2015-10-01,2015,31,27.5
"1655","1",10.3,11,"DC 9",0,4.4,2015-11-01,2015,141,16.2
"1656","1",7.1,12,"DC 9",0,3,2015-12-01,2015,173,11.3
"1657","1",10.5,1,"DC 11",42,4.2,2015-01-01,2015,0,16.8
"1658","1",11.9,2,"DC 11",0,5.6,2015-02-01,2015,187,18.1
"1659","1",13.5,3,"DC 11",66,6.4,2015-03-01,2015,23,20.6
"1660","1",12.9,4,"DC 11",0,5.7,2015-04-01,2015,123,20.1
"1661","1",15.4,5,"DC 11",120,8.6,2015-05-01,2015,13,22.3
"1662","1",23,6,"DC 11",165,14.9,2015-06-01,2015,16,31.2
"1663","1",23.9,7,"DC 11",170,16.5,2015-07-01,2015,7,31.4
"1664","1",23.9,8,"DC 11",167,15.5,2015-08-01,2015,2,32.3
"1665","1",21.8,9,"DC 11",111,13.9,2015-09-01,2015,13,29.8
"1666","1",18.2,10,"DC 11",36,10.7,2015-10-01,2015,49,25.6
"1667","1",8.2,11,"DC 11",0,2,2015-11-01,2015,186,14.4
"1668","1",5.4,12,"DC 11",0,0.6,2015-12-01,2015,299,10.2
"1669","1",10.4,1,"DC 12",42,4.1,2015-01-01,2015,0,16.7
"1670","1",11.8,2,"DC 12",0,5.6,2015-02-01,2015,189,18.1
"1671","1",13.5,3,"DC 12",66,6.4,2015-03-01,2015,23,20.6
"1672","1",12.9,4,"DC 12",0,5.7,2015-04-01,2015,124,20
"1673","1",15.4,5,"DC 12",119,8.5,2015-05-01,2015,13,22.2
"1674","1",23,6,"DC 12",164,14.8,2015-06-01,2015,16,31.2
"1675","1",23.9,7,"DC 12",170,16.5,2015-07-01,2015,7,31.3
"1676","1",23.9,8,"DC 12",167,15.5,2015-08-01,2015,2,32.3
"1677","1",21.8,9,"DC 12",111,13.8,2015-09-01,2015,13,29.7
"1678","1",18.1,10,"DC 12",36,10.7,2015-10-01,2015,49,25.5
"1679","1",8.1,11,"DC 12",0,1.9,2015-11-01,2015,186,14.3
"1680","1",5.4,12,"DC 12",0,0.6,2015-12-01,2015,300,10.2
"1681","1",10.4,1,"DC 13",42,4.1,2015-01-01,2015,0,16.7
"1682","1",11.8,2,"DC 13",0,5.6,2015-02-01,2015,190,18
"1683","1",13.5,3,"DC 13",66,6.4,2015-03-01,2015,23,20.6
"1684","1",12.8,4,"DC 13",0,5.7,2015-04-01,2015,124,20
"1685","1",15.4,5,"DC 13",119,8.5,2015-05-01,2015,13,22.2
"1686","1",23,6,"DC 13",164,14.8,2015-06-01,2015,16,31.1
"1687","1",23.9,7,"DC 13",170,16.4,2015-07-01,2015,7,31.3
"1688","1",23.8,8,"DC 13",167,15.5,2015-08-01,2015,2,32.2
"1689","1",21.7,9,"DC 13",111,13.8,2015-09-01,2015,13,29.7
"1690","1",18.1,10,"DC 13",36,10.7,2015-10-01,2015,49,25.5
"1691","1",8.1,11,"DC 13",0,1.9,2015-11-01,2015,187,14.3
"1692","1",5.3,12,"DC 13",0,0.6,2015-12-01,2015,301,10.1
"1693","1",11.3,1,"DC 15",42,5.2,2015-01-01,2015,0,17.4
"1694","1",13.4,2,"DC 15",0,7.4,2015-02-01,2015,128,19.4
"1695","1",15.3,3,"DC 15",75,8.3,2015-03-01,2015,18,22.3
"1696","1",14.7,4,"DC 15",14,7.8,2015-04-01,2015,98,21.7
"1697","1",17.3,5,"DC 15",133,10.4,2015-05-01,2015,8,24.2
"1698","1",24.7,6,"DC 15",178,16.4,2015-06-01,2015,12,32.9
"1699","1",25.7,7,"DC 15",183,18.1,2015-07-01,2015,4,33.3
"1700","1",25.2,8,"DC 15",174,16.8,2015-08-01,2015,1,33.7
"1701","1",23.2,9,"DC 15",117,15.5,2015-09-01,2015,10,30.9
"1702","1",19.9,10,"DC 15",51,12.6,2015-10-01,2015,38,27.1
"1703","1",9.9,11,"DC 15",0,3.8,2015-11-01,2015,161,16.1
"1704","1",7,12,"DC 15",0,2.4,2015-12-01,2015,209,11.5
"1705","1",11.3,1,"DC 16",41,5.5,2015-01-01,2015,0,17.1
"1706","1",13.7,2,"DC 16",0,7.9,2015-02-01,2015,115,19.6
"1707","1",15.9,3,"DC 16",78,9,2015-03-01,2015,16,22.8
"1708","1",15.3,4,"DC 16",29,8.4,2015-04-01,2015,84,22.3
"1709","1",18,5,"DC 16",140,10.9,2015-05-01,2015,5,25.1
"1710","1",25.3,6,"DC 16",185,16.9,2015-06-01,2015,10,33.8
"1711","1",26.4,7,"DC 16",191,18.6,2015-07-01,2015,2,34.3
"1712","1",25.6,8,"DC 16",177,17,2015-08-01,2015,1,34.2
"1713","1",23.6,9,"DC 16",120,15.8,2015-09-01,2015,8,31.3
"1714","1",20.2,10,"DC 16",57,13,2015-10-01,2015,32,27.4
"1715","1",10.2,11,"DC 16",0,4.3,2015-11-01,2015,145,16.2
"1716","1",7.1,12,"DC 16",0,2.9,2015-12-01,2015,179,11.3
"1717","1",5.2,1,"DC 1",0,1.3,2016-01-01,2016,418,9.2
"1718","1",9.5,2,"DC 1",0,3.2,2016-02-01,2016,113,15.8
"1719","1",8.7,3,"DC 1",0,3.4,2016-03-01,2016,478,13.9
"1720","1",12.3,4,"DC 1",0,5.6,2016-04-01,2016,120,19
"1721","1",14.6,5,"DC 1",71,7.9,2016-05-01,2016,57,21.4
"1722","1",20.3,6,"DC 1",166,12,2016-06-01,2016,4,28.5
"1723","1",22.5,7,"DC 1",183,14,2016-07-01,2016,1,31.1
"1724","1",22.8,8,"DC 1",168,13.9,2016-08-01,2016,1,31.6
"1725","1",19.4,9,"DC 1",119,11,2016-09-01,2016,1,27.8
"1726","1",12.8,10,"DC 1",0,7.1,2016-10-01,2016,354,18.5
"1727","1",9.4,11,"DC 1",0,3.9,2016-11-01,2016,186,14.9
"1728","1",5,12,"DC 1",0,0.2,2016-12-01,2016,360,9.8
"1729","1",6.7,1,"DC 2",0,2.2,2016-01-01,2016,406,11.1
"1730","1",10.8,2,"DC 2",0,4.2,2016-02-01,2016,108,17.5
"1731","1",10,3,"DC 2",0,4.5,2016-03-01,2016,461,15.4
"1732","1",13.5,4,"DC 2",0,6.7,2016-04-01,2016,111,20.3
"1733","1",15.9,5,"DC 2",79,9.1,2016-05-01,2016,55,22.7
"1734","1",21.5,6,"DC 2",172,13.2,2016-06-01,2016,3,29.9
"1735","1",24,7,"DC 2",189,15.5,2016-07-01,2016,1,32.5
"1736","1",24.1,8,"DC 2",173,15.3,2016-08-01,2016,1,32.9
"1737","1",20.8,9,"DC 2",124,12.3,2016-09-01,2016,1,29.2
"1738","1",14.1,10,"DC 2",0,8.1,2016-10-01,2016,293,20
"1739","1",10.7,11,"DC 2",0,4.9,2016-11-01,2016,180,16.6
"1740","1",6.3,12,"DC 2",0,0.9,2016-12-01,2016,329,11.8
"1741","1",7.2,1,"DC 4",0,2.8,2016-01-01,2016,382,11.7
"1742","1",11.4,2,"DC 4",0,4.7,2016-02-01,2016,100,18.1
"1743","1",10.5,3,"DC 4",0,5.1,2016-03-01,2016,445,15.9
"1744","1",14,4,"DC 4",1,7.3,2016-04-01,2016,106,20.7
"1745","1",16.4,5,"DC 4",83,9.7,2016-05-01,2016,52,23.1
"1746","1",22.1,6,"DC 4",174,13.8,2016-06-01,2016,3,30.3
"1747","1",24.6,7,"DC 4",191,16.2,2016-07-01,2016,1,33
"1748","1",24.6,8,"DC 4",175,15.9,2016-08-01,2016,1,33.3
"1749","1",21.4,9,"DC 4",125,13.1,2016-09-01,2016,1,29.7
"1750","1",14.6,10,"DC 4",0,8.7,2016-10-01,2016,285,20.5
"1751","1",11.3,11,"DC 4",0,5.5,2016-11-01,2016,177,17.2
"1752","1",6.9,12,"DC 4",0,1.5,2016-12-01,2016,314,12.3
"1753","1",8.4,1,"DC 6",0,4.2,2016-01-01,2016,282,12.6
"1754","1",12.9,2,"DC 6",0,6.5,2016-02-01,2016,71,19.3
"1755","1",12.2,3,"DC 6",0,6.9,2016-03-01,2016,336,17.5
"1756","1",15.7,4,"DC 6",37,9,2016-04-01,2016,76,22.4
"1757","1",18.4,5,"DC 6",104,11.6,2016-05-01,2016,40,25.2
"1758","1",23.7,6,"DC 6",185,15.1,2016-06-01,2016,3,32.3
"1759","1",26.3,7,"DC 6",204,17.5,2016-07-01,2016,1,35.1
"1760","1",25.8,8,"DC 6",182,16.9,2016-08-01,2016,1,34.8
"1761","1",22.8,9,"DC 6",130,14.6,2016-09-01,2016,1,31.1
"1762","1",16.1,10,"DC 6",0,10.4,2016-10-01,2016,212,21.8
"1763","1",12.7,11,"DC 6",0,7,2016-11-01,2016,142,18.4
"1764","1",7.9,12,"DC 6",0,2.9,2016-12-01,2016,233,13
"1765","1",8.3,1,"DC 8",0,4.4,2016-01-01,2016,257,12.2
"1766","1",13.1,2,"DC 8",0,6.8,2016-02-01,2016,66,19.3
"1767","1",12.6,3,"DC 8",0,7.5,2016-03-01,2016,303,17.7
"1768","1",16.1,4,"DC 8",48,9.5,2016-04-01,2016,66,22.7
"1769","1",18.9,5,"DC 8",111,12,2016-05-01,2016,36,25.9
"1770","1",24.1,6,"DC 8",189,15.4,2016-06-01,2016,3,32.8
"1771","1",26.7,7,"DC 8",208,17.7,2016-07-01,2016,0,35.7
"1772","1",25.9,8,"DC 8",183,16.9,2016-08-01,2016,1,34.9
"1773","1",23,9,"DC 8",130,14.7,2016-09-01,2016,0,31.2
"1774","1",16.3,10,"DC 8",0,10.7,2016-10-01,2016,188,21.9
"1775","1",12.8,11,"DC 8",0,7.3,2016-11-01,2016,127,18.3
"1776","1",7.8,12,"DC 8",0,3.1,2016-12-01,2016,203,12.6
"1777","1",8.3,1,"DC 9",0,4.4,2016-01-01,2016,255,12.1
"1778","1",13.1,2,"DC 9",0,6.9,2016-02-01,2016,66,19.3
"1779","1",12.7,3,"DC 9",0,7.5,2016-03-01,2016,300,17.8
"1780","1",16.1,4,"DC 9",49,9.5,2016-04-01,2016,65,22.8
"1781","1",19,5,"DC 9",112,12,2016-05-01,2016,36,25.9
"1782","1",24.2,6,"DC 9",189,15.5,2016-06-01,2016,3,32.8
"1783","1",26.7,7,"DC 9",208,17.7,2016-07-01,2016,0,35.7
"1784","1",25.9,8,"DC 9",183,16.9,2016-08-01,2016,1,34.9
"1785","1",23,9,"DC 9",130,14.7,2016-09-01,2016,0,31.2
"1786","1",16.3,10,"DC 9",0,10.7,2016-10-01,2016,187,21.9
"1787","1",12.8,11,"DC 9",0,7.3,2016-11-01,2016,125,18.3
"1788","1",7.8,12,"DC 9",0,3.1,2016-12-01,2016,201,12.5
